Timestamp,Where do you currently reside? (Select one),What is your age group? (Select one),What is your current employment status? (Select one),  What is your primary source of income?  ,What is your monthly income range (in KES)? (Select one),Do you currently have access to financial advisory services? (Select one),How would you rate your financial literacy? (Linear scale: 1-5),What are your primary financial goals? (Select all that apply),What challenges do you face in achieving your financial goals? (Select all that apply),How often do you seek financial advice? (Select one),Which financial advisory services have you used before?  ,Would you consider using an AI-powered chatbot for financial advice? (Select one),Which chatbot features would be most useful to you? (Select all that apply),What would make you trust an AI-powered financial advisory chatbot? (Select all that apply),How comfortable are you with using digital platforms for financial planning? (Select one),What concerns would you have about using a financial chatbot?  ,What additional features or support would you like from a financial advisory chatbot? (Open-ended question),Any other comments or suggestions? (Open-ended question)
2/28/2025 12:27,Kakamega,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,2,"Saving for education, Buying a home, Retirement planning, Investment opportunities",Limited access to financial advisors,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking",Accurate and reliable financial advice,Very comfortable,"Accuracy of information, Data privacy and security",A free training ,Non at the moment 
2/28/2025 6:13,Nairobi,41-60 years,Employed (Full-time),Salary/Wages,Prefer not to say,No,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms",Yes,Personalized investment advice,Accurate and reliable financial advice,Very comfortable,"Ease of understanding responses, Trust in automated financial advice",None,No
2/28/2025 22:22,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"50,001-100,000",Yes,4,"Saving for education, Buying a home, Retirement planning, Investment opportunities, Managing debt",High cost of advisory services,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Online Financial Platforms",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Data privacy and security,Giving of Living examples ,How to avoid many loans as a way of getting capital
2/25/2025 14:50,Uganda,25-40 years,Employed (Full-time),Family Support,Prefer not to say,No,3,Saving for education,Lack of financial knowledge,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Data privacy and security,Nil,"If this is something that's getting done, I'd love to try out the beta phase of this project"
2/27/2025 14:19,Kampala ,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors",Never,Insurance Companies,Yes,Real-time financial tips,Availability of expert human support if needed,Somewhat Comfortable,Data privacy and security,Timely financial prompts when investment opportunities are available.,Non as of now
2/27/2025 14:03,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,3,"Saving for education, Buying a home, Retirement planning, Investment opportunities, Managing debt","Lack of financial knowledge, Limited access to financial advisors",Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Budgeting and expense tracking, Multilingual support","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,Capability of creating reminders,No
3/1/2025 8:17,Kiambu,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,3,Investment opportunities,lack of finance,Rarely (Only when needed),Banks/Financial Institutions,Yes,Real-time financial tips,Availability of expert human support if needed,Somewhat Comfortable,"Accuracy of information, Data privacy and security",Accessibility ,No
2/25/2025 15:17,Nairobi,25-40 years,Retired,Salary/Wages,Prefer not to say,No,2,Buying a home,"Limited access to financial advisors, Lack of trust in financial advisors",Rarely (Only when needed),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Trust in automated financial advice",Open ended ,How is data privacy important and plans to achieve it
2/28/2025 9:56,Makueni,18-24 years,Self-Employed,Salary/Wages,"20,000-50,000",No,5,To leave well. ,Lack of financial knowledge,Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",No,Personalized investment advice,Availability of expert human support if needed,Very comfortable,Accuracy of information,Financial opportunities ,More information about finances 
2/28/2025 22:34,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,Prefer not to say,No,5,"Saving for education, Buying a home, Investment opportunities, Managing debt, ",Lack of trust in financial advisors,Never,"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Data privacy and security,No additional features ,No
2/25/2025 17:10,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,"Lack of financial knowledge, High cost of advisory services",Rarely (Only when needed),Family/Friends/Informal Groups,Yes,Ok,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Accuracy of information,Integration with different operating systems,An advisory chatbot would come in handy in contemporary finance 
2/28/2025 9:56,Nairobi,61 years and above,Employed (Full-time),Salary/Wages,Prefer not to say,No,3,"Saving for education, Buying a home, Investment opportunities","Lack of financial knowledge, Limited access to financial advisors",Frequently (Weekly or Monthly),Investment Firms,No,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Availability of expert human support if needed",Very comfortable,Ease of understanding responses,Financial goals,No
2/25/2025 11:31,Kisumu,18-24 years,Employed (Part-time),Salary/Wages,"20,000-50,000",Yes,3,Retirement planning,Lack of trust in financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa)",No,Personalized investment advice,"Strong data privacy and security policies, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Accuracy of information,Testimonials,Good feedback and advisory on improvement 
2/28/2025 12:14,Nairobi,25-40 years,Employed (Full-time),Family Support,"50,001-100,000",No,4,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),None,Yes,Personalized investment advice,Accurate and reliable financial advice,Very comfortable,Data privacy and security,Forecasting,"If this is something that's getting done, I'd love to try out the beta phase of this project"
2/27/2025 14:03,Nairobi,25-40 years,Self-Employed,Salary/Wages,"Less than 20,000",No,5,Investment opportunities,Lack of trust in financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), None",Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts","Strong data privacy and security policies, Availability of expert human support if needed",Somewhat Comfortable,Data privacy and security,Calculator ,I loved the approach 
2/25/2025 16:31,Nairobi,25-40 years,Self-Employed,"Investments (Stocks, Real Estate, etc.)","50,001-100,000",Yes,5,Saving for education,Lack of financial knowledge,Never,Banks/Financial Institutions,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Not comfortable,"Accuracy of information, Ease of understanding responses","one on one talks with the client, ",this is a good idea
2/27/2025 14:03,Nairobi,41-60 years,Self-Employed,Salary/Wages,"100,001 and above",No,3,"Saving for education, Managing debt","Lack of financial knowledge, Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Investment Firms, Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,Accuracy of information,A follow up program or a way to keep track on someone's progress after a financial advisory ,How to use money without wastage
2/27/2025 20:25,Kitale,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,5,Investment opportunities,Lack of financial knowledge,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Not comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",None,Non at the moment 
2/25/2025 23:28,Nairobi,25-40 years,Self-Employed,Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security",None,None 
