Timestamp,Location,Age Group,Employment Status,  What is your primary source of income?  ,Monthly Income Range (KES),Access to Financial Advisory Services,Financial Literacy Level,Primary Financial Goals,Financial Challenges,Frequency of Seeking Financial Advice,Which financial advisory services have you used before?  ,Interest in AI-powered Chatbot,Preferred Chatbot Features,Trust Factors for Chatbots,Comfort with Digital Financial Planning,What concerns would you have about using a financial chatbot?  ,Additional Features Requested,Other Comments,Literacy Category,Income Ordinal,Income Category,Adoption Potential,User Segment
3/1/2025 12:38,Nairobi,41-60 Years,Employed (Full-Time),Salary/Wages,Prefer Not To Say,No,4,Investment Opportunities,High Cost Of Advisory Services,Frequently (Weekly Or Monthly),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Availability Of Expert Human Support If Needed,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security",Retraceable/Retrievable,No,High,0,,Neutral,High Literacy - nan Income
2/28/2025 13:34,Nairobi,25-40 Years,Self-Employed,Salary/Wages,Prefer Not To Say,Yes,3,Investment Opportunities,"Limited Access To Financial Advisors, High Cost Of Advisory Services",Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Real-Time Financial Tips, Multilingual Support","Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,Accuracy Of Information,Financial Opportunities,Grateful For This Eye Opening Financial Knowledge,Medium,0,,Neutral,Medium Literacy - nan Income
2/25/2025 15:17,Nairobi,61 Years And Above,Employed (Part-Time),Business/Entrepreneurship,"50,001-100,000",Yes,5,Retirement Planning,Lack Of Financial Knowledge,Rarely (Only When Needed),"Banks/Financial Institutions, Online Financial Platforms",Yes,"Personalized Investment Advice, Real-Time Financial Tips, Multilingual Support",Availability Of Expert Human Support If Needed,Somewhat Comfortable,Data Privacy And Security,A Follow Up Program Or A Way To Keep Track On Someone'S Progress After A Financial Advisory,Unknown,High,50,Low,Neutral,High Literacy - Low Income
2/28/2025 6:13,Nakuru,25-40 Years,Self-Employed,Salary/Wages,"Less Than 20,000",Yes,4,Investment Opportunities,Lack Of Financial Knowledge,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Investment Firms, Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting And Expense Tracking,Availability Of Expert Human Support If Needed,Somewhat Comfortable,Data Privacy And Security,Unknown,Non,High,20,Low,Neutral,High Literacy - Low Income
2/25/2025 11:31,Nakuru,25-40 Years,Self-Employed,Business/Entrepreneurship,"20,000-50,000",No,3,Retirement Planning,Limited Access To Financial Advisors,Rarely (Only When Needed),"Mobile Money Services (E.G., M-Pesa)",Yes,Personalized Investment Advice,Availability Of Expert Human Support If Needed,Somewhat Comfortable,Ease Of Understanding Responses,Na,Unknown,Medium,20,Low,Neutral,Medium Literacy - Low Income
3/1/2025 12:05,Kisumu,25-40 Years,Self-Employed,Salary/Wages,"100,001 And Above",Yes,5,Managing Debt,Lack Of Financial Knowledge,Never,Family/Friends/Informal Groups,Yes,Real-Time Financial Tips,Accurate And Reliable Financial Advice,Somewhat Comfortable,Ease Of Understanding Responses,Money Lending Services Geared Towards Achieving Specific Goal.,Financial Knowledge And Information Is Most Welcome,High,100,Low,Neutral,High Literacy - Low Income
2/28/2025 12:41,United Kingdom,25-40 Years,Self-Employed,Salary/Wages,"50,001-100,000",Yes,3,"Saving For Education, Investment Opportunities",More Demands Than Income,Rarely (Only When Needed),"Mobile Money Services (E.G., M-Pesa)",Yes,"Budgeting And Expense Tracking, Integration With My Existing Financial Accounts",Accurate And Reliable Financial Advice,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security",Unknown,No,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/28/2025 12:10,Vihiga,25-40 Years,Self-Employed,Salary/Wages,"50,001-100,000",Yes,4,Saving For Education,The Discipline To Practice The Financial Knowledge,Frequently (Weekly Or Monthly),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Availability Of Expert Human Support If Needed,Very Comfortable,Data Privacy And Security,Link With My Spending Data E.G Bank/Mobile Money Messages.,Unknown,High,50,Low,Neutral,High Literacy - Low Income
3/1/2025 23:08,Nairobi,25-40 Years,Self-Employed,Business/Entrepreneurship,"100,001 And Above",Yes,4,Investment Opportunities,Lack Of Financial Knowledge,Rarely (Only When Needed),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,Data Privacy And Security,Accurate And Updated Information,Make It As Simple As Possible,High,100,Low,Neutral,High Literacy - Low Income
2/28/2025 16:30,Narok,25-40 Years,Employed (Full-Time),Salary/Wages,"100,001 And Above",No,3,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),"Insurance Companies, Mobile Money Services (E.G., M-Pesa)",No,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts",Easy-To-Use And Intuitive Interface,Somewhat Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",Timely Financial Prompts When Investment Opportunities Are Available.,Unknown,Medium,100,Low,Neutral,Medium Literacy - Low Income
3/1/2025 20:03,Vihiga,25-40 Years,Self-Employed,Salary/Wages,"20,000-50,000",Yes,2,Investment Opportunities,Limited Access To Financial Advisors,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa)",No,Personalized Investment Advice,Accurate And Reliable Financial Advice,Very Comfortable,"Accuracy Of Information, Data Privacy And Security",Privacy And Security Is What I Would Want Guaranteed,"This Is A Great Survey, I'M Optimistic It Will Be Helpful In Developing On The Development Of The Financial Advice Bot",Low,20,Low,Neutral,Low Literacy - Low Income
2/25/2025 14:48,Nairobi,25-40 Years,Employed (Full-Time),Family Support,Prefer Not To Say,No,4,"Investment Opportunities, Managing Debt",High Cost Of Advisory Services,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Investment Firms, Online Financial Platforms",Yes,Real-Time Financial Tips,Availability Of Expert Human Support If Needed,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security",Per Issue Advice,Unknown,High,0,,Neutral,High Literacy - nan Income
2/28/2025 20:20,Nairobi,25-40 Years,Unemployed,Family Support,"20,000-50,000",No,2,"Buying A Home, Investment Opportunities",Lack Of Trust In Financial Advisors,Never,"Banks/Financial Institutions, Insurance Companies, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,Integration With My Existing Financial Accounts,Easy-To-Use And Intuitive Interface,Somewhat Comfortable,"Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Data Protection Policy,I Have My Own Financial Formula I'D Like To Incorporate With You To Program A Financial App,Low,20,Low,Neutral,Low Literacy - Low Income
3/1/2025 12:05,Kuala Lumpur,61 Years And Above,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,3,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),"Insurance Companies, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Alternative Method Of How I Should Be Breaking Down My Monthly Budget,Thanks,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/28/2025 12:14,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,1,"Saving For Education, Buying A Home, Retirement Planning, Investment Opportunities, Managing Debt",Limited Access To Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Online Financial Platforms",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice",Somewhat Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",Security Measures For My Financial Investment,Leads To Several Other Information Unknowingly,Low,20,Low,Neutral,Low Literacy - Low Income
2/25/2025 14:18,Kapsowar,25-40 Years,Employed (Full-Time),Pension,"50,001-100,000",No,3,"Saving For Education, Buying A Home, Retirement Planning, Investment Opportunities, Managing Debt",Lack Of Financial Knowledge,Rarely (Only When Needed),Insurance Companies,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Strong Data Privacy And Security Policies,Very Comfortable,Accuracy Of Information,Risk Assessment For Each Portfolio Of Investment,How To Use Money Without Wastage,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/25/2025 15:59,Kakamega,41-60 Years,Employed (Full-Time),Salary/Wages,Prefer Not To Say,No,3,"Saving For Education, Investment Opportunities",Limited Access To Financial Advisors,Frequently (Weekly Or Monthly),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice",Very Comfortable,"Accuracy Of Information, Data Privacy And Security",Accurate And Updated Information,They Should Give Examples,Medium,0,,Neutral,Medium Literacy - nan Income
3/1/2025 18:54,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,4,Investment Opportunities,"High Cost Of Advisory Services, Lack Of Trust In Financial Advisors",Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (E.G., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Multilingual Support, Integration With My Existing Financial Accounts","Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",Direct Financial Support And Available Opportunities,Let The Financial Advisory Be Affordable,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 12:12,Nairobi,41-60 Years,Self-Employed,Family Support,"50,001-100,000",No,4,"Investment Opportunities, Managing Debt","Limited Access To Financial Advisors, Lack Of Trust In Financial Advisors",Rarely (Only When Needed),Family/Friends/Informal Groups,Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,Ease Of Understanding Responses,"One On One Talks With The Client,",Let The Financial Advisory Be Affordable,High,50,Low,Neutral,High Literacy - Low Income
2/28/2025 21:29,Kakamega,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,4,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Online Financial Platforms, Family/Friends/Informal Groups",No,"Personalized Investment Advice, Budgeting And Expense Tracking","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Very Comfortable,Accuracy Of Information,A Follow Up Program Or A Way To Keep Track On Someone'S Progress After A Financial Advisory,Not Satisfied,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 11:51,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,2,"Saving For Education, Buying A Home, Retirement Planning, Investment Opportunities",Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Somewhat Comfortable,Data Privacy And Security,Unknown,Unknown,Low,20,Low,Neutral,Low Literacy - Low Income
3/1/2025 12:05,Kakamega,61 Years And Above,Employed (Full-Time),Family Support,"Less Than 20,000",Yes,4,"Retirement Planning, Investment Opportunities",Limited Access To Financial Advisors,Rarely (Only When Needed),Insurance Companies,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",User Friendly,Leads To Several Other Information Unknowingly,High,20,Low,Neutral,High Literacy - Low Income
2/25/2025 17:26,Nairobi,41-60 Years,Unemployed,Salary/Wages,"20,000-50,000",No,3,"Saving For Education, Buying A Home, Investment Opportunities",Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Easy-To-Use And Intuitive Interface,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security",Privacy And Security Is What I Would Want Guaranteed,How To Use Money Without Wastage,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/25/2025 14:19,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,Prefer Not To Say,No,4,"Retirement Planning, Managing Debt",Lack Of Financial Knowledge,Frequently (Weekly Or Monthly),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Unknown,Unknown,High,0,,Neutral,High Literacy - nan Income
2/25/2025 14:25,Narok,25-40 Years,Student,Family Support,"20,000-50,000",No,3,"Saving For Education, Investment Opportunities",Limited Access To Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,Accuracy Of Information,Capability Of Creating Reminders,How Can I Be Sure Of Security Of My Information?,Medium,20,Low,Neutral,Medium Literacy - Low Income
